properties/label_type,properties/severity,GEN_ALIAS
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,2.0,Fauntleroy/Seaview
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,4.0,Alki/Admiral
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,4.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,4.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,4.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,4.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,4.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,4.0,Alki/Admiral
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Roxhill/Westwood
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Roxhill/Westwood
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
Obstacle,3.0,Queen Anne
Obstacle,1.0,Queen Anne
Obstacle,2.0,Queen Anne
Obstacle,1.0,Queen Anne
Obstacle,3.0,Queen Anne
Obstacle,4.0,Queen Anne
Obstacle,3.0,Queen Anne
Obstacle,5.0,Queen Anne
NoCurbRamp,3.0,Interbay
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,4.0,Interbay
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,,Queen Anne
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,2.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
CurbRamp,,Montlake/Portage Bay
CurbRamp,4.0,North Capitol Hill
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,North Capitol Hill
CurbRamp,2.0,North Capitol Hill
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,North Capitol Hill
CurbRamp,3.0,North Capitol Hill
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,3.0,Montlake/Portage Bay
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,,Highland Park
NoCurbRamp,4.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,2.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Alki/Admiral
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Alki/Admiral
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,4.0,Alki/Admiral
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Roxhill/Westwood
NoCurbRamp,3.0,South Park
NoCurbRamp,4.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Highland Park
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,South Park
NoCurbRamp,5.0,Highland Park
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,West Seattle Junction/Genesee Hill
NoCurbRamp,4.0,West Seattle Junction/Genesee Hill
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,West Seattle Junction/Genesee Hill
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,4.0,Fauntleroy/Seaview
NoCurbRamp,4.0,Interbay
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,4.0,Queen Anne
NoCurbRamp,4.0,Queen Anne
NoCurbRamp,2.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,2.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,4.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,4.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Fauntleroy/Seaview
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Alki/Admiral
NoCurbRamp,3.0,Fauntleroy/Seaview
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,2.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,5.0,Queen Anne
NoCurbRamp,4.0,Interbay
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
NoCurbRamp,3.0,Queen Anne
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,North Capitol Hill
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,North Capitol Hill
